day,sum,avg
2013-01-01,454904,29.3486451612903226
2013-02-01,459417,32.8155000000000000
2013-03-01,617382,39.8310967741935484
2013-04-01,682274,45.4849333333333333
2013-05-01,763242,49.2414193548387097
2013-06-01,795597,53.0398000000000000
2013-07-01,855922,55.2207741935483871
2013-08-01,766761,49.4684516129032258
2013-09-01,689907,45.9938000000000000
2013-10-01,656587,42.3604516129032258
2013-11-01,692643,46.1762000000000000
2013-12-01,506607,32.6843225806451613
2014-01-01,525987,33.9346451612903226
2014-02-01,529117,37.7940714285714286
2014-03-01,704301,45.4387741935483871
2014-04-01,788914,52.5942666666666667
2014-05-01,882877,56.9598064516129032
2014-06-01,906842,60.4561333333333333
2014-07-01,989010,63.8070967741935484
2014-08-01,885596,57.1352258064516129
2014-09-01,785124,52.3416000000000000
2014-10-01,758883,48.9601935483870968
2014-11-01,800783,53.3855333333333333
2014-12-01,578048,37.2934193548387097
