date,ürün_sayısı,toplam_ürün,ortalama_satıs,toplam_satıs
2017-01-02,500,12750,31.5440000000000000,15772
2017-01-03,500,12750,37.3000000000000000,18650
2017-01-04,500,12750,37.0200000000000000,18510
2017-01-05,500,12750,39.7900000000000000,19895
2017-01-06,500,12750,41.9880000000000000,20994
2017-01-07,500,12750,45.1820000000000000,22591
2017-01-08,500,12750,47.4000000000000000,23700
2017-01-09,500,12750,31.5940000000000000,15797
2017-01-10,500,12750,37.2160000000000000,18608
2017-01-11,500,12750,36.9820000000000000,18491
2017-01-12,500,12750,39.3680000000000000,19684
2017-01-13,500,12750,42.3720000000000000,21186
2017-01-14,500,12750,44.8680000000000000,22434
2017-01-15,500,12750,47.4020000000000000,23701
2017-01-16,500,12750,31.4860000000000000,15743
2017-01-17,500,12750,37.0200000000000000,18510
2017-01-18,500,12750,37.2900000000000000,18645
2017-01-19,500,12750,39.0600000000000000,19530
2017-01-20,500,12750,42.1280000000000000,21064
2017-01-21,500,12750,45.1820000000000000,22591
2017-01-22,500,12750,47.6620000000000000,23831
2017-01-23,500,12750,31.3940000000000000,15697
2017-01-24,500,12750,37.0480000000000000,18524
2017-01-25,500,12750,36.9000000000000000,18450
2017-01-26,500,12750,39.0820000000000000,19541
2017-01-27,500,12750,42.2320000000000000,21116
2017-01-28,500,12750,44.4200000000000000,22210
2017-01-29,500,12750,47.6140000000000000,23807
2017-01-30,500,12750,31.6780000000000000,15839
2017-01-31,500,12750,36.9720000000000000,18486
2017-02-01,500,12750,41.2240000000000000,20612
2017-02-02,500,12750,43.7500000000000000,21875
2017-02-03,500,12750,47.0020000000000000,23501
2017-02-04,500,12750,50.0360000000000000,25018
2017-02-05,500,12750,52.1680000000000000,26084
2017-02-06,500,12750,35.1680000000000000,17584
2017-02-07,500,12750,40.8660000000000000,20433
2017-02-08,500,12750,40.5840000000000000,20292
2017-02-09,500,12750,43.6540000000000000,21827
2017-02-10,500,12750,47.0640000000000000,23532
2017-02-11,500,12750,50.6220000000000000,25311
2017-02-12,500,12750,52.9740000000000000,26487
2017-02-13,500,12750,35.1600000000000000,17580
2017-02-14,500,12750,40.9720000000000000,20486
2017-02-15,500,12750,41.1360000000000000,20568
2017-02-16,500,12750,43.6260000000000000,21813
2017-02-17,500,12750,47.0380000000000000,23519
2017-02-18,500,12750,49.7040000000000000,24852
2017-02-19,500,12750,52.8540000000000000,26427
2017-02-20,500,12750,34.8700000000000000,17435
2017-02-21,500,12750,41.1640000000000000,20582
2017-02-22,500,12750,40.8500000000000000,20425
