day,sum,avg
2013-01-01,13696,27.3920000000000000
2013-01-02,13678,27.3560000000000000
2013-01-03,14488,28.9760000000000000
2013-01-04,15677,31.3540000000000000
2013-01-05,16237,32.4740000000000000
2013-01-06,17291,34.5820000000000000
2013-01-07,11769,23.5380000000000000
2013-01-08,13560,27.1200000000000000
2013-01-09,13878,27.7560000000000000
2013-01-10,14642,29.2840000000000000
2013-01-11,15633,31.2660000000000000
2013-01-12,16679,33.3580000000000000
2013-01-13,17741,35.4820000000000000
2013-01-14,11746,23.4920000000000000
2013-01-15,13625,27.2500000000000000
2013-01-16,13591,27.1820000000000000
2013-01-17,14587,29.1740000000000000
2013-01-18,15495,30.9900000000000000
2013-01-19,16294,32.5880000000000000
2013-01-20,17612,35.2240000000000000
2013-01-21,11709,23.4180000000000000
2013-01-22,13724,27.4480000000000000
2013-01-23,13613,27.2260000000000000
2013-01-24,14472,28.9440000000000000
2013-01-25,15640,31.2800000000000000
2013-01-26,16561,33.1220000000000000
2013-01-27,17579,35.1580000000000000
2013-01-28,11848,23.6960000000000000
2013-01-29,13724,27.4480000000000000
2013-01-30,13391,26.7820000000000000
2013-01-31,14724,29.4480000000000000
2013-02-01,17473,34.9460000000000000
2013-02-02,18323,36.6460000000000000
2013-02-03,19544,39.0880000000000000
2013-02-04,12998,25.9960000000000000
2013-02-05,14956,29.9120000000000000
2013-02-06,15124,30.2480000000000000
2013-02-07,16112,32.2240000000000000
2013-02-08,17450,34.9000000000000000
2013-02-09,18425,36.8500000000000000
2013-02-10,19501,39.0020000000000000
2013-02-11,12961,25.9220000000000000
2013-02-12,15154,30.3080000000000000
2013-02-13,15274,30.5480000000000000
2013-02-14,16379,32.7580000000000000
2013-02-15,17563,35.1260000000000000
2013-02-16,18428,36.8560000000000000
2013-02-17,19502,39.0040000000000000
2013-02-18,12858,25.7160000000000000
2013-02-19,15359,30.7180000000000000
2013-02-20,14909,29.8180000000000000
2013-02-21,16329,32.6580000000000000
2013-02-22,17393,34.7860000000000000
2013-02-23,18436,36.8720000000000000
2013-02-24,19482,38.9640000000000000
2013-02-25,13058,26.1160000000000000
2013-02-26,15184,30.3680000000000000
2013-02-27,15014,30.0280000000000000
2013-02-28,16228,32.4560000000000000
2013-03-01,20978,41.9560000000000000
2013-03-02,22094,44.1880000000000000
2013-03-03,23260,46.5200000000000000
2013-03-04,15710,31.4200000000000000
2013-03-05,18189,36.3780000000000000
2013-03-06,18435,36.8700000000000000
2013-03-07,19310,38.6200000000000000
2013-03-08,20755,41.5100000000000000
2013-03-09,22054,44.1080000000000000
2013-03-10,23252,46.5040000000000000
2013-03-11,15323,30.6460000000000000
2013-03-12,18029,36.0580000000000000
2013-03-13,18413,36.8260000000000000
2013-03-14,19395,38.7900000000000000
2013-03-15,20663,41.3260000000000000
2013-03-16,22144,44.2880000000000000
2013-03-17,23338,46.6760000000000000
2013-03-18,15583,31.1660000000000000
2013-03-19,18235,36.4700000000000000
2013-03-20,18097,36.1940000000000000
2013-03-21,19405,38.8100000000000000
2013-03-22,20812,41.6240000000000000
2013-03-23,22108,44.2160000000000000
2013-03-24,23287,46.5740000000000000
2013-03-25,15647,31.2940000000000000
2013-03-26,18308,36.6160000000000000
2013-03-27,18276,36.5520000000000000
2013-03-28,19742,39.4840000000000000
2013-03-29,20711,41.4220000000000000
2013-03-30,22292,44.5840000000000000
2013-03-31,23537,47.0740000000000000
2013-04-01,18204,36.4080000000000000
2013-04-02,21218,42.4360000000000000
2013-04-03,21125,42.2500000000000000
2013-04-04,22859,45.7180000000000000
2013-04-05,24180,48.3600000000000000
2013-04-06,25805,51.6100000000000000
2013-04-07,27172,54.3440000000000000
2013-04-08,18005,36.0100000000000000
2013-04-09,21176,42.3520000000000000
2013-04-10,21197,42.3940000000000000
2013-04-11,22975,45.9500000000000000
2013-04-12,24183,48.3660000000000000
2013-04-13,25758,51.5160000000000000
2013-04-14,27389,54.7780000000000000
2013-04-15,18080,36.1600000000000000
2013-04-16,21429,42.8580000000000000
2013-04-17,21209,42.4180000000000000
2013-04-18,22838,45.6760000000000000
2013-04-19,24077,48.1540000000000000
2013-04-20,25553,51.1060000000000000
2013-04-21,27437,54.8740000000000000
2013-04-22,18415,36.8300000000000000
2013-04-23,21445,42.8900000000000000
2013-04-24,21422,42.8440000000000000
2013-04-25,22607,45.2140000000000000
2013-04-26,24303,48.6060000000000000
2013-04-27,25379,50.7580000000000000
2013-04-28,27510,55.0200000000000000
2013-04-29,18025,36.0500000000000000
2013-04-30,21299,42.5980000000000000
2013-05-01,22967,45.9340000000000000
2013-05-02,24553,49.1060000000000000
2013-05-03,25996,51.9920000000000000
2013-05-04,27754,55.5080000000000000
2013-05-05,29338,58.6760000000000000
2013-05-06,19464,38.9280000000000000
2013-05-07,22803,45.6060000000000000
2013-05-08,22901,45.8020000000000000
2013-05-09,24404,48.8080000000000000
2013-05-10,25964,51.9280000000000000
2013-05-11,27518,55.0360000000000000
2013-05-12,28968,57.9360000000000000
2013-05-13,19253,38.5060000000000000
2013-05-14,22911,45.8220000000000000
2013-05-15,22831,45.6620000000000000
2013-05-16,24323,48.6460000000000000
2013-05-17,25786,51.5720000000000000
2013-05-18,27575,55.1500000000000000
2013-05-19,29146,58.2920000000000000
2013-05-20,19467,38.9340000000000000
2013-05-21,22750,45.5000000000000000
2013-05-22,22993,45.9860000000000000
2013-05-23,24478,48.9560000000000000
2013-05-24,25950,51.9000000000000000
2013-05-25,27828,55.6560000000000000
2013-05-26,29595,59.1900000000000000
2013-05-27,19470,38.9400000000000000
2013-05-28,22875,45.7500000000000000
2013-05-29,22979,45.9580000000000000
2013-05-30,24310,48.6200000000000000
2013-05-31,26092,52.1840000000000000
2013-06-01,29220,58.4400000000000000
2013-06-02,31279,62.5580000000000000
2013-06-03,20628,41.2560000000000000
2013-06-04,24038,48.0760000000000000
2013-06-05,24326,48.6520000000000000
2013-06-06,26193,52.3860000000000000
2013-06-07,27734,55.4680000000000000
2013-06-08,29487,58.9740000000000000
2013-06-09,30967,61.9340000000000000
2013-06-10,20799,41.5980000000000000
2013-06-11,24653,49.3060000000000000
2013-06-12,24315,48.6300000000000000
2013-06-13,25859,51.7180000000000000
2013-06-14,27635,55.2700000000000000
2013-06-15,29396,58.7920000000000000
2013-06-16,31206,62.4120000000000000
2013-06-17,20532,41.0640000000000000
2013-06-18,24342,48.6840000000000000
2013-06-19,24155,48.3100000000000000
2013-06-20,26128,52.2560000000000000
2013-06-21,27667,55.3340000000000000
2013-06-22,29464,58.9280000000000000
2013-06-23,31470,62.9400000000000000
2013-06-24,20904,41.8080000000000000
2013-06-25,24115,48.2300000000000000
2013-06-26,24449,48.8980000000000000
2013-06-27,26341,52.6820000000000000
2013-06-28,27590,55.1800000000000000
2013-06-29,29449,58.8980000000000000
2013-06-30,31256,62.5120000000000000
2013-07-01,21997,43.9940000000000000
2013-07-02,25802,51.6040000000000000
2013-07-03,25903,51.8060000000000000
2013-07-04,27624,55.2480000000000000
2013-07-05,29418,58.8360000000000000
2013-07-06,31178,62.3560000000000000
2013-07-07,32949,65.8980000000000000
2013-07-08,22288,44.5760000000000000
2013-07-09,25917,51.8340000000000000
2013-07-10,25728,51.4560000000000000
2013-07-11,27977,55.9540000000000000
2013-07-12,29650,59.3000000000000000
2013-07-13,31540,63.0800000000000000
2013-07-14,33113,66.2260000000000000
2013-07-15,22020,44.0400000000000000
2013-07-16,25945,51.8900000000000000
2013-07-17,25664,51.3280000000000000
2013-07-18,27618,55.2360000000000000
2013-07-19,29734,59.4680000000000000
2013-07-20,31281,62.5620000000000000
2013-07-21,33150,66.3000000000000000
2013-07-22,22060,44.1200000000000000
2013-07-23,25682,51.3640000000000000
2013-07-24,26036,52.0720000000000000
2013-07-25,27682,55.3640000000000000
2013-07-26,29585,59.1700000000000000
2013-07-27,31681,63.3620000000000000
2013-07-28,33216,66.4320000000000000
2013-07-29,21987,43.9740000000000000
2013-07-30,25873,51.7460000000000000
2013-07-31,25624,51.2480000000000000
2013-08-01,24052,48.1040000000000000
2013-08-02,26159,52.3180000000000000
2013-08-03,27866,55.7320000000000000
2013-08-04,29301,58.6020000000000000
2013-08-05,19634,39.2680000000000000
2013-08-06,22740,45.4800000000000000
2013-08-07,22455,44.9100000000000000
2013-08-08,24354,48.7080000000000000
2013-08-09,25862,51.7240000000000000
2013-08-10,27482,54.9640000000000000
2013-08-11,29260,58.5200000000000000
2013-08-12,19570,39.1400000000000000
2013-08-13,22645,45.2900000000000000
2013-08-14,22727,45.4540000000000000
2013-08-15,24376,48.7520000000000000
2013-08-16,26232,52.4640000000000000
2013-08-17,27887,55.7740000000000000
2013-08-18,29179,58.3580000000000000
2013-08-19,19336,38.6720000000000000
2013-08-20,22855,45.7100000000000000
2013-08-21,22736,45.4720000000000000
2013-08-22,24523,49.0460000000000000
2013-08-23,25735,51.4700000000000000
2013-08-24,27768,55.5360000000000000
2013-08-25,28990,57.9800000000000000
2013-08-26,19441,38.8820000000000000
2013-08-27,22853,45.7060000000000000
2013-08-28,22831,45.6620000000000000
2013-08-29,24235,48.4700000000000000
2013-08-30,26195,52.3900000000000000
2013-08-31,27482,54.9640000000000000
2013-09-01,27346,54.6920000000000000
2013-09-02,18572,37.1440000000000000
2013-09-03,21395,42.7900000000000000
2013-09-04,21127,42.2540000000000000
2013-09-05,22733,45.4660000000000000
2013-09-06,24393,48.7860000000000000
2013-09-07,25892,51.7840000000000000
2013-09-08,27320,54.6400000000000000
2013-09-09,18130,36.2600000000000000
2013-09-10,21507,43.0140000000000000
2013-09-11,21221,42.4420000000000000
2013-09-12,22751,45.5020000000000000
