date,ürün_sayısı,toplam_ürün,ortalama_satıs,toplam_satıs
2016-01-02,500,12750,42.5600000000000000,21280
2016-01-03,500,12750,45.8220000000000000,22911
2016-01-04,500,12750,30.3980000000000000,15199
2016-01-05,500,12750,35.6120000000000000,17806
2016-01-06,500,12750,35.5780000000000000,17789
2016-01-07,500,12750,38.2140000000000000,19107
2016-01-08,500,12750,40.5300000000000000,20265
2016-01-09,500,12750,42.6180000000000000,21309
2016-01-10,500,12750,45.6220000000000000,22811
2016-01-11,500,12750,30.7700000000000000,15385
2016-01-12,500,12750,35.4420000000000000,17721
2016-01-13,500,12750,35.2980000000000000,17649
2016-01-14,500,12750,38.5740000000000000,19287
2016-01-15,500,12750,40.7080000000000000,20354
2016-01-16,500,12750,43.3300000000000000,21665
2016-01-17,500,12750,45.6260000000000000,22813
2016-01-18,500,12750,30.2000000000000000,15100
2016-01-19,500,12750,35.6080000000000000,17804
2016-01-20,500,12750,35.9040000000000000,17952
2016-01-21,500,12750,37.9500000000000000,18975
2016-01-22,500,12750,40.4860000000000000,20243
2016-01-23,500,12750,43.0300000000000000,21515
2016-01-24,500,12750,45.5480000000000000,22774
2016-01-25,500,12750,30.5420000000000000,15271
2016-01-26,500,12750,35.5880000000000000,17794
2016-01-27,500,12750,36.0460000000000000,18023
2016-01-28,500,12750,38.0320000000000000,19016
2016-01-29,500,12750,40.4180000000000000,20209
2016-01-30,500,12750,43.0700000000000000,21535
2016-01-31,500,12750,45.4380000000000000,22719
2016-02-01,500,12750,34.0180000000000000,17009
2016-02-02,500,12750,39.6020000000000000,19801
2016-02-03,500,12750,39.5460000000000000,19773
2016-02-04,500,12750,41.9620000000000000,20981
2016-02-05,500,12750,44.9880000000000000,22494
2016-02-06,500,12750,47.9980000000000000,23999
2016-02-07,500,12750,50.0920000000000000,25046
2016-02-08,500,12750,34.0620000000000000,17031
2016-02-09,500,12750,39.7600000000000000,19880
2016-02-10,500,12750,39.1200000000000000,19560
2016-02-11,500,12750,42.5140000000000000,21257
2016-02-12,500,12750,45.0340000000000000,22517
2016-02-13,500,12750,48.0800000000000000,24040
2016-02-14,500,12750,50.4680000000000000,25234
2016-02-15,500,12750,33.8220000000000000,16911
2016-02-16,500,12750,39.5280000000000000,19764
2016-02-17,500,12750,39.7160000000000000,19858
2016-02-18,500,12750,42.0320000000000000,21016
2016-02-19,500,12750,45.4420000000000000,22721
2016-02-20,500,12750,47.9540000000000000,23977
2016-02-21,500,12750,51.0000000000000000,25500
2016-02-22,500,12750,34.0740000000000000,17037
2016-02-23,500,12750,39.5960000000000000,19798
2016-02-24,500,12750,39.0560000000000000,19528
2016-02-25,500,12750,42.3900000000000000,21195
2016-02-26,500,12750,45.1760000000000000,22588
2016-02-27,500,12750,48.1800000000000000,24090
2016-02-28,500,12750,50.8720000000000000,25436
2016-02-29,500,12750,33.8320000000000000,16916
2016-03-01,500,12750,47.3640000000000000,23682
2016-03-02,500,12750,47.1080000000000000,23554
2016-03-03,500,12750,51.3920000000000000,25696
2016-03-04,500,12750,54.2980000000000000,27149
2016-03-05,500,12750,57.9300000000000000,28965
2016-03-06,500,12750,60.6460000000000000,30323
2016-03-07,500,12750,40.1800000000000000,20090
2016-03-08,500,12750,47.1860000000000000,23593
2016-03-09,500,12750,47.7320000000000000,23866
2016-03-10,500,12750,50.8320000000000000,25416
2016-03-11,500,12750,54.7360000000000000,27368
2016-03-12,500,12750,57.4300000000000000,28715
2016-03-13,500,12750,60.6420000000000000,30321
2016-03-14,500,12750,40.9080000000000000,20454
2016-03-15,500,12750,47.4140000000000000,23707
2016-03-16,500,12750,47.0200000000000000,23510
2016-03-17,500,12750,51.0940000000000000,25547
2016-03-18,500,12750,54.5320000000000000,27266
2016-03-19,500,12750,57.4340000000000000,28717
2016-03-20,500,12750,60.9220000000000000,30461
2016-03-21,500,12750,40.7580000000000000,20379
2016-03-22,500,12750,47.8100000000000000,23905
2016-03-23,500,12750,47.4580000000000000,23729
2016-03-24,500,12750,50.8400000000000000,25420
2016-03-25,500,12750,53.7740000000000000,26887
2016-03-26,500,12750,57.2800000000000000,28640
2016-03-27,500,12750,60.9820000000000000,30491
2016-03-28,500,12750,40.8960000000000000,20448
2016-03-29,500,12750,47.3760000000000000,23688
2016-03-30,500,12750,47.5380000000000000,23769
2016-03-31,500,12750,50.2500000000000000,25125
2016-04-01,500,12750,63.4300000000000000,31715
2016-04-02,500,12750,66.0420000000000000,33021
2016-04-03,500,12750,71.3620000000000000,35681
2016-04-04,500,12750,47.0860000000000000,23543
2016-04-05,500,12750,55.2020000000000000,27601
2016-04-06,500,12750,54.9800000000000000,27490
2016-04-07,500,12750,59.4320000000000000,29716
2016-04-08,500,12750,63.2240000000000000,31612
2016-04-09,500,12750,67.2340000000000000,33617
2016-04-10,500,12750,71.4620000000000000,35731
2016-04-11,500,12750,47.6260000000000000,23813
2016-04-12,500,12750,55.2420000000000000,27621
2016-04-13,500,12750,55.0140000000000000,27507
2016-04-14,500,12750,59.0080000000000000,29504
2016-04-15,500,12750,62.8900000000000000,31445
2016-04-16,500,12750,66.6120000000000000,33306
2016-04-17,500,12750,71.4940000000000000,35747
2016-04-18,500,12750,47.3200000000000000,23660
2016-04-19,500,12750,55.5040000000000000,27752
2016-04-20,500,12750,55.2540000000000000,27627
2016-04-21,500,12750,58.8060000000000000,29403
2016-04-22,500,12750,63.1660000000000000,31583
2016-04-23,500,12750,66.6320000000000000,33316
2016-04-24,500,12750,71.1520000000000000,35576
2016-04-25,500,12750,47.2280000000000000,23614
2016-04-26,500,12750,55.7160000000000000,27858
2016-04-27,500,12750,55.0620000000000000,27531
2016-04-28,500,12750,59.3140000000000000,29657
2016-04-29,500,12750,63.8400000000000000,31920
2016-04-30,500,12750,67.5660000000000000,33783
2016-05-01,500,12750,75.7020000000000000,37851
2016-05-02,500,12750,50.6060000000000000,25303
