date,ürün_sayısı,toplam_ürün,ortalama_satıs,toplam_satıs
2015-01-02,500,12750,37.4380000000000000,18719
2015-01-03,500,12750,39.5960000000000000,19798
2015-01-04,500,12750,42.2020000000000000,21101
2015-01-05,500,12750,28.4700000000000000,14235
2015-01-06,500,12750,32.8480000000000000,16424
2015-01-07,500,12750,32.5460000000000000,16273
2015-01-08,500,12750,35.3740000000000000,17687
2015-01-09,500,12750,37.6320000000000000,18816
2015-01-10,500,12750,39.8780000000000000,19939
2015-01-11,500,12750,42.3220000000000000,21161
2015-01-12,500,12750,27.9360000000000000,13968
2015-01-13,500,12750,32.8360000000000000,16418
2015-01-14,500,12750,33.0840000000000000,16542
2015-01-15,500,12750,35.1920000000000000,17596
2015-01-16,500,12750,36.9800000000000000,18490
2015-01-17,500,12750,39.9340000000000000,19967
2015-01-18,500,12750,42.0500000000000000,21025
2015-01-19,500,12750,28.3360000000000000,14168
2015-01-20,500,12750,32.6180000000000000,16309
2015-01-21,500,12750,32.7620000000000000,16381
2015-01-22,500,12750,35.2600000000000000,17630
2015-01-23,500,12750,37.4400000000000000,18720
2015-01-24,500,12750,39.6400000000000000,19820
2015-01-25,500,12750,42.4240000000000000,21212
2015-01-26,500,12750,28.1380000000000000,14069
2015-01-27,500,12750,32.8360000000000000,16418
2015-01-28,500,12750,32.9140000000000000,16457
2015-01-29,500,12750,34.5440000000000000,17272
2015-01-30,500,12750,37.5440000000000000,18772
2015-01-31,500,12750,39.8000000000000000,19900
2015-02-01,500,12750,46.7900000000000000,23395
2015-02-02,500,12750,31.1660000000000000,15583
2015-02-03,500,12750,36.2180000000000000,18109
2015-02-04,500,12750,36.2580000000000000,18129
2015-02-05,500,12750,39.0980000000000000,19549
2015-02-06,500,12750,41.6140000000000000,20807
2015-02-07,500,12750,44.4180000000000000,22209
2015-02-08,500,12750,47.1720000000000000,23586
2015-02-09,500,12750,31.5120000000000000,15756
2015-02-10,500,12750,36.7580000000000000,18379
2015-02-11,500,12750,36.6600000000000000,18330
2015-02-12,500,12750,39.0260000000000000,19513
2015-02-13,500,12750,41.1720000000000000,20586
2015-02-14,500,12750,44.0820000000000000,22041
2015-02-15,500,12750,46.5520000000000000,23276
2015-02-16,500,12750,31.0180000000000000,15509
2015-02-17,500,12750,36.5220000000000000,18261
2015-02-18,500,12750,36.3340000000000000,18167
2015-02-19,500,12750,39.5460000000000000,19773
2015-02-20,500,12750,41.6860000000000000,20843
2015-02-21,500,12750,44.0420000000000000,22021
2015-02-22,500,12750,47.0020000000000000,23501
2015-02-23,500,12750,30.9860000000000000,15493
2015-02-24,500,12750,36.2000000000000000,18100
2015-02-25,500,12750,36.3220000000000000,18161
2015-02-26,500,12750,39.1840000000000000,19592
2015-02-27,500,12750,41.4180000000000000,20709
2015-02-28,500,12750,43.8780000000000000,21939
2015-03-01,500,12750,56.5320000000000000,28266
2015-03-02,500,12750,37.3520000000000000,18676
2015-03-03,500,12750,43.7320000000000000,21866
2015-03-04,500,12750,43.7000000000000000,21850
2015-03-05,500,12750,47.0720000000000000,23536
2015-03-06,500,12750,49.7620000000000000,24881
2015-03-07,500,12750,53.4580000000000000,26729
2015-03-08,500,12750,56.3020000000000000,28151
2015-03-09,500,12750,37.1500000000000000,18575
2015-03-10,500,12750,43.4640000000000000,21732
2015-03-11,500,12750,43.7280000000000000,21864
2015-03-12,500,12750,47.0120000000000000,23506
2015-03-13,500,12750,50.1680000000000000,25084
2015-03-14,500,12750,52.8720000000000000,26436
2015-03-15,500,12750,56.2560000000000000,28128
2015-03-16,500,12750,37.7600000000000000,18880
2015-03-17,500,12750,43.6120000000000000,21806
2015-03-18,500,12750,43.6380000000000000,21819
2015-03-19,500,12750,46.3520000000000000,23176
2015-03-20,500,12750,51.0260000000000000,25513
2015-03-21,500,12750,53.2220000000000000,26611
2015-03-22,500,12750,56.5920000000000000,28296
2015-03-23,500,12750,37.2120000000000000,18606
2015-03-24,500,12750,43.7740000000000000,21887
2015-03-25,500,12750,43.3760000000000000,21688
2015-03-26,500,12750,46.4360000000000000,23218
2015-03-27,500,12750,49.6200000000000000,24810
2015-03-28,500,12750,52.7780000000000000,26389
2015-03-29,500,12750,56.5100000000000000,28255
2015-03-30,500,12750,37.8200000000000000,18910
2015-03-31,500,12750,43.6140000000000000,21807
2015-04-01,500,12750,50.6040000000000000,25302
2015-04-02,500,12750,54.8820000000000000,27441
2015-04-03,500,12750,58.8480000000000000,29424
2015-04-04,500,12750,61.6580000000000000,30829
2015-04-05,500,12750,65.4500000000000000,32725
2015-04-06,500,12750,43.7500000000000000,21875
2015-04-07,500,12750,51.1080000000000000,25554
2015-04-08,500,12750,50.0260000000000000,25013
2015-04-09,500,12750,55.0560000000000000,27528
2015-04-10,500,12750,58.0020000000000000,29001
2015-04-11,500,12750,62.0540000000000000,31027
2015-04-12,500,12750,65.9440000000000000,32972
2015-04-13,500,12750,43.3740000000000000,21687
2015-04-14,500,12750,50.5620000000000000,25281
2015-04-15,500,12750,50.1560000000000000,25078
2015-04-16,500,12750,54.9540000000000000,27477
2015-04-17,500,12750,58.8480000000000000,29424
2015-04-18,500,12750,62.2060000000000000,31103
2015-04-19,500,12750,66.0260000000000000,33013
2015-04-20,500,12750,43.3860000000000000,21693
2015-04-21,500,12750,50.4860000000000000,25243
2015-04-22,500,12750,50.9180000000000000,25459
2015-04-23,500,12750,54.7820000000000000,27391
2015-04-24,500,12750,58.0300000000000000,29015
2015-04-25,500,12750,61.6740000000000000,30837
2015-04-26,500,12750,65.9300000000000000,32965
2015-04-27,500,12750,43.5840000000000000,21792
2015-04-28,500,12750,50.8740000000000000,25437
2015-04-29,500,12750,50.7500000000000000,25375
2015-04-30,500,12750,55.0120000000000000,27506
2015-05-01,500,12750,62.5360000000000000,31268
2015-05-02,500,12750,66.1060000000000000,33053
2015-05-03,500,12750,69.4640000000000000,34732
2015-05-04,500,12750,46.7100000000000000,23355
2015-05-05,500,12750,54.5120000000000000,27256
2015-05-06,500,12750,54.7500000000000000,27375
2015-05-07,500,12750,58.4320000000000000,29216
2015-05-08,500,12750,62.4280000000000000,31214
2015-05-09,500,12750,66.2040000000000000,33102
2015-05-10,500,12750,70.1340000000000000,35067
2015-05-11,500,12750,46.5900000000000000,23295
2015-05-12,500,12750,54.5100000000000000,27255
2015-05-13,500,12750,54.4880000000000000,27244
2015-05-14,500,12750,59.0900000000000000,29545
2015-05-15,500,12750,62.4400000000000000,31220
2015-05-16,500,12750,66.4320000000000000,33216
2015-05-17,500,12750,70.6000000000000000,35300
2015-05-18,500,12750,46.8180000000000000,23409
2015-05-19,500,12750,55.0240000000000000,27512
2015-05-20,500,12750,55.1480000000000000,27574
2015-05-21,500,12750,58.8560000000000000,29428
2015-05-22,500,12750,61.9540000000000000,30977
2015-05-23,500,12750,66.2700000000000000,33135
2015-05-24,500,12750,70.2480000000000000,35124
2015-05-25,500,12750,46.8680000000000000,23434
2015-05-26,500,12750,55.0700000000000000,27535
2015-05-27,500,12750,54.6800000000000000,27340
2015-05-28,500,12750,58.4620000000000000,29231
2015-05-29,500,12750,62.7580000000000000,31379
2015-05-30,500,12750,66.1480000000000000,33074
2015-05-31,500,12750,70.0740000000000000,35037
2015-06-01,500,12750,49.8080000000000000,24904
2015-06-02,500,12750,58.5200000000000000,29260
2015-06-03,500,12750,58.2220000000000000,29111
2015-06-04,500,12750,62.8260000000000000,31413
2015-06-05,500,12750,66.7020000000000000,33351
2015-06-06,500,12750,70.6280000000000000,35314
2015-06-07,500,12750,75.0560000000000000,37528
2015-06-08,500,12750,49.8140000000000000,24907
2015-06-09,500,12750,58.5280000000000000,29264
2015-06-10,500,12750,58.1120000000000000,29056
2015-06-11,500,12750,62.8060000000000000,31403
2015-06-12,500,12750,66.6260000000000000,33313
2015-06-13,500,12750,71.1940000000000000,35597
2015-06-14,500,12750,75.6040000000000000,37802
2015-06-15,500,12750,49.6380000000000000,24819
2015-06-16,500,12750,58.4920000000000000,29246
2015-06-17,500,12750,58.2080000000000000,29104
2015-06-18,500,12750,62.3760000000000000,31188
2015-06-19,500,12750,66.4020000000000000,33201
2015-06-20,500,12750,70.6740000000000000,35337
2015-06-21,500,12750,74.8620000000000000,37431
2015-06-22,500,12750,49.5460000000000000,24773
2015-06-23,500,12750,58.3300000000000000,29165
2015-06-24,500,12750,58.3080000000000000,29154
2015-06-25,500,12750,62.0960000000000000,31048
2015-06-26,500,12750,66.8300000000000000,33415
2015-06-27,500,12750,70.5020000000000000,35251
2015-06-28,500,12750,74.8200000000000000,37410
2015-06-29,500,12750,50.1480000000000000,25074
2015-06-30,500,12750,58.6900000000000000,29345
2015-07-01,500,12750,61.4060000000000000,30703
2015-07-02,500,12750,66.2680000000000000,33134
2015-07-03,500,12750,70.9960000000000000,35498
2015-07-04,500,12750,75.5520000000000000,37776
2015-07-05,500,12750,79.4800000000000000,39740
2015-07-06,500,12750,53.0380000000000000,26519
2015-07-07,500,12750,61.8320000000000000,30916
2015-07-08,500,12750,62.4000000000000000,31200
2015-07-09,500,12750,65.9260000000000000,32963
2015-07-10,500,12750,70.8360000000000000,35418
2015-07-11,500,12750,75.2800000000000000,37640
2015-07-12,500,12750,79.5880000000000000,39794
2015-07-13,500,12750,53.4160000000000000,26708
2015-07-14,500,12750,61.8560000000000000,30928
2015-07-15,500,12750,62.1940000000000000,31097
2015-07-16,500,12750,66.3580000000000000,33179
2015-07-17,500,12750,70.7360000000000000,35368
2015-07-18,500,12750,75.1360000000000000,37568
2015-07-19,500,12750,79.3340000000000000,39667
2015-07-20,500,12750,53.5540000000000000,26777
2015-07-21,500,12750,61.7620000000000000,30881
2015-07-22,500,12750,62.0260000000000000,31013
2015-07-23,500,12750,66.4880000000000000,33244
2015-07-24,500,12750,70.9180000000000000,35459
2015-07-25,500,12750,75.2160000000000000,37608
2015-07-26,500,12750,79.0720000000000000,39536
2015-07-27,500,12750,52.8120000000000000,26406
2015-07-28,500,12750,61.8920000000000000,30946
2015-07-29,500,12750,61.8240000000000000,30912
2015-07-30,500,12750,66.8860000000000000,33443
2015-07-31,500,12750,70.6180000000000000,35309
2015-08-01,500,12750,66.6900000000000000,33345
2015-08-02,500,12750,70.7740000000000000,35387
2015-08-03,500,12750,47.4020000000000000,23701
2015-08-04,500,12750,54.2400000000000000,27120
2015-08-05,500,12750,54.4040000000000000,27202
2015-08-06,500,12750,58.9540000000000000,29477
2015-08-07,500,12750,62.5920000000000000,31296
2015-08-08,500,12750,66.6240000000000000,33312
2015-08-09,500,12750,70.6620000000000000,35331
2015-08-10,500,12750,46.6720000000000000,23336
2015-08-11,500,12750,54.4560000000000000,27228
2015-08-12,500,12750,54.1380000000000000,27069
2015-08-13,500,12750,58.6200000000000000,29310
2015-08-14,500,12750,62.6040000000000000,31302
2015-08-15,500,12750,66.2380000000000000,33119
2015-08-16,500,12750,70.2960000000000000,35148
2015-08-17,500,12750,47.0940000000000000,23547
2015-08-18,500,12750,54.1880000000000000,27094
2015-08-19,500,12750,54.8340000000000000,27417
2015-08-20,500,12750,58.5860000000000000,29293
2015-08-21,500,12750,63.1960000000000000,31598
2015-08-22,500,12750,66.1600000000000000,33080
2015-08-23,500,12750,70.4460000000000000,35223
2015-08-24,500,12750,46.7100000000000000,23355
2015-08-25,500,12750,54.1160000000000000,27058
2015-08-26,500,12750,54.5180000000000000,27259
2015-08-27,500,12750,58.8280000000000000,29414
2015-08-28,500,12750,62.5720000000000000,31286
2015-08-29,500,12750,66.2260000000000000,33113
2015-08-30,500,12750,70.8080000000000000,35404
2015-08-31,500,12750,47.1540000000000000,23577
2015-09-01,500,12750,50.7500000000000000,25375
2015-09-02,500,12750,50.9720000000000000,25486
2015-09-03,500,12750,54.9340000000000000,27467
2015-09-04,500,12750,58.8300000000000000,29415
2015-09-05,500,12750,61.6160000000000000,30808
2015-09-06,500,12750,65.9380000000000000,32969
2015-09-07,500,12750,43.6660000000000000,21833
2015-09-08,500,12750,50.7240000000000000,25362
2015-09-09,500,12750,51.2080000000000000,25604
2015-09-10,500,12750,54.6980000000000000,27349
2015-09-11,500,12750,58.3460000000000000,29173
2015-09-12,500,12750,60.9920000000000000,30496
2015-09-13,500,12750,65.7920000000000000,32896
2015-09-14,500,12750,43.4560000000000000,21728
2015-09-15,500,12750,51.4560000000000000,25728
2015-09-16,500,12750,51.1780000000000000,25589
2015-09-17,500,12750,54.7340000000000000,27367
2015-09-18,500,12750,58.3220000000000000,29161
2015-09-19,500,12750,61.9520000000000000,30976
2015-09-20,500,12750,65.7380000000000000,32869
2015-09-21,500,12750,44.0240000000000000,22012
2015-09-22,500,12750,50.7100000000000000,25355
