date,ürün_sayısı,toplam_ürün,ortalama_satıs,toplam_satıs
2016-08-06,500,12750,72.8600000000000000,36430
2016-09-27,500,12750,55.0760000000000000,27538
2013-02-11,500,12750,25.9220000000000000,12961
2016-01-13,500,12750,35.2980000000000000,17649
2017-08-09,500,12750,61.4380000000000000,30719
2015-10-10,500,12750,56.9560000000000000,28478
2015-12-31,500,12750,38.7540000000000000,19377
2015-09-08,500,12750,50.7240000000000000,25362
2014-12-21,500,12750,44.9940000000000000,22497
2013-12-02,500,12750,26.2820000000000000,13141
2016-09-21,500,12750,55.3760000000000000,27688
2016-06-07,500,12750,63.2940000000000000,31647
2014-05-26,500,12750,44.9920000000000000,22496
2015-04-22,500,12750,50.9180000000000000,25459
2013-01-08,500,12750,27.1200000000000000,13560
2015-08-07,500,12750,62.5920000000000000,31296
2014-04-27,500,12750,63.1740000000000000,31587
2017-06-15,500,12750,70.0820000000000000,35041
2015-03-03,500,12750,43.7320000000000000,21866
2014-09-21,500,12750,62.7760000000000000,31388
2015-01-30,500,12750,37.5440000000000000,18772
2013-09-02,500,12750,37.1440000000000000,18572
2017-06-13,500,12750,65.6700000000000000,32835
2013-08-16,500,12750,52.4640000000000000,26232
2014-12-31,500,12750,34.4760000000000000,17238
2014-07-17,500,12750,63.5840000000000000,31792
2017-11-04,500,12750,70.1280000000000000,35064
2015-10-01,500,12750,50.8340000000000000,25417
2017-05-25,500,12750,66.2200000000000000,33110
2017-12-20,500,12750,41.0900000000000000,20545
2017-02-19,500,12750,52.8540000000000000,26427
2015-09-01,500,12750,50.7500000000000000,25375
2013-09-10,500,12750,43.0140000000000000,21507
2017-08-10,500,12750,66.2200000000000000,33110
2015-09-12,500,12750,60.9920000000000000,30496
2013-10-17,500,12750,42.1620000000000000,21081
2015-05-03,500,12750,69.4640000000000000,34732
2014-11-02,500,12750,62.4500000000000000,31225
2014-08-25,500,12750,44.6480000000000000,22324
2017-12-01,500,12750,46.9200000000000000,23460
2013-08-08,500,12750,48.7080000000000000,24354
2016-07-10,500,12750,86.8540000000000000,43427
2013-03-06,500,12750,36.8700000000000000,18435
2013-02-12,500,12750,30.3080000000000000,15154
2017-11-15,500,12750,57.2140000000000000,28607
2014-01-28,500,12750,31.4500000000000000,15725
2013-09-27,500,12750,48.5900000000000000,24295
2016-07-05,500,12750,66.7840000000000000,33392
2016-03-24,500,12750,50.8400000000000000,25420
2016-10-10,500,12750,43.6980000000000000,21849
2015-05-06,500,12750,54.7500000000000000,27375
2015-11-26,500,12750,55.2740000000000000,27637
2013-04-03,500,12750,42.2500000000000000,21125
2015-08-29,500,12750,66.2260000000000000,33113
2016-06-03,500,12750,71.6320000000000000,35816
2015-10-18,500,12750,61.0220000000000000,30511
2015-06-15,500,12750,49.6380000000000000,24819
2014-10-28,500,12750,45.3140000000000000,22657
2017-02-17,500,12750,47.0380000000000000,23519
2016-10-24,500,12750,44.0860000000000000,22043
2016-11-30,500,12750,55.1680000000000000,27584
2016-06-15,500,12750,63.1320000000000000,31566
2017-02-18,500,12750,49.7040000000000000,24852
2014-12-14,500,12750,44.9360000000000000,22468
2015-05-08,500,12750,62.4280000000000000,31214
2017-08-24,500,12750,65.8760000000000000,32938
2013-05-16,500,12750,48.6460000000000000,24323
2016-10-07,500,12750,58.5380000000000000,29269
2014-11-19,500,12750,48.9520000000000000,24476
2016-02-01,500,12750,34.0180000000000000,17009
2016-01-26,500,12750,35.5880000000000000,17794
2017-09-06,500,12750,57.1360000000000000,28568
2015-09-29,500,12750,51.1740000000000000,25587
2013-12-11,500,12750,30.4600000000000000,15230
2015-05-02,500,12750,66.1060000000000000,33053
2015-08-02,500,12750,70.7740000000000000,35387
2013-11-02,500,12750,51.1380000000000000,25569
2014-05-04,500,12750,67.3520000000000000,33676
2014-11-30,500,12750,62.6480000000000000,31324
2014-04-30,500,12750,49.0700000000000000,24535
2014-12-25,500,12750,37.2140000000000000,18607
2015-05-21,500,12750,58.8560000000000000,29428
2017-11-21,500,12750,57.6540000000000000,28827
2016-09-26,500,12750,47.0840000000000000,23542
2015-10-03,500,12750,57.4600000000000000,28730
2016-09-09,500,12750,63.3220000000000000,31661
2014-01-04,500,12750,38.3680000000000000,19184
2013-09-23,500,12750,36.5180000000000000,18259
2017-01-10,500,12750,37.2160000000000000,18608
2015-09-11,500,12750,58.3460000000000000,29173
2013-01-06,500,12750,34.5820000000000000,17291
2015-10-12,500,12750,40.6320000000000000,20316
2014-08-24,500,12750,67.0780000000000000,33539
2013-06-26,500,12750,48.8980000000000000,24449
2013-01-02,500,12750,27.3560000000000000,13678
2016-12-05,500,12750,33.7740000000000000,16887
2015-11-12,500,12750,54.6640000000000000,27332
2015-11-18,500,12750,50.8240000000000000,25412
2017-10-18,500,12750,53.4860000000000000,26743
2016-09-08,500,12750,58.6740000000000000,29337
2016-06-18,500,12750,76.0640000000000000,38032
2016-08-28,500,12750,75.6620000000000000,37831
2013-01-25,500,12750,31.2800000000000000,15640
2014-05-16,500,12750,59.5520000000000000,29776
2016-09-03,500,12750,66.5940000000000000,33297
2016-06-20,500,12750,54.0480000000000000,27024
2014-07-02,500,12750,59.5240000000000000,29762
2016-05-22,500,12750,75.8280000000000000,37914
2017-03-07,500,12750,48.8240000000000000,24412
2015-05-18,500,12750,46.8180000000000000,23409
2017-01-25,500,12750,36.9000000000000000,18450
2014-03-11,500,12750,41.8180000000000000,20909
2014-01-27,500,12750,26.9380000000000000,13469
2013-03-04,500,12750,31.4200000000000000,15710
2015-04-13,500,12750,43.3740000000000000,21687
2015-08-22,500,12750,66.1600000000000000,33080
2016-10-05,500,12750,51.2080000000000000,25604
2017-05-17,500,12750,61.0360000000000000,30518
2014-04-05,500,12750,59.4060000000000000,29703
2015-12-10,500,12750,38.5980000000000000,19299
2014-02-13,500,12750,37.1300000000000000,18565
2013-05-24,500,12750,51.9000000000000000,25950
2014-05-19,500,12750,44.6460000000000000,22323
2013-11-01,500,12750,48.5540000000000000,24277
2015-07-04,500,12750,75.5520000000000000,37776
2013-05-17,500,12750,51.5720000000000000,25786
2014-03-22,500,12750,50.9160000000000000,25458
2017-01-31,500,12750,36.9720000000000000,18486
2015-12-07,500,12750,31.1000000000000000,15550
2016-03-14,500,12750,40.9080000000000000,20454
2016-04-17,500,12750,71.4940000000000000,35747
2016-12-26,500,12750,33.6620000000000000,16831
2016-11-08,500,12750,55.0620000000000000,27531
2013-01-21,500,12750,23.4180000000000000,11709
2015-05-25,500,12750,46.8680000000000000,23434
2014-09-15,500,12750,42.2380000000000000,21119
2016-10-15,500,12750,62.6800000000000000,31340
2015-12-02,500,12750,36.4860000000000000,18243
2017-01-08,500,12750,47.4000000000000000,23700
2013-03-01,500,12750,41.9560000000000000,20978
2015-06-29,500,12750,50.1480000000000000,25074
2014-06-19,500,12750,60.0980000000000000,30049
2013-05-25,500,12750,55.6560000000000000,27828
2013-08-07,500,12750,44.9100000000000000,22455
2017-02-28,500,12750,40.7740000000000000,20387
2013-06-04,500,12750,48.0760000000000000,24038
2015-03-14,500,12750,52.8720000000000000,26436
2016-01-05,500,12750,35.6120000000000000,17806
2013-10-13,500,12750,50.8760000000000000,25438
2013-07-20,500,12750,62.5620000000000000,31281
2016-09-22,500,12750,59.4060000000000000,29703
2014-04-09,500,12750,48.8620000000000000,24431
2016-10-04,500,12750,51.3980000000000000,25699
2013-09-22,500,12750,54.8780000000000000,27439
2017-01-22,500,12750,47.6620000000000000,23831
2013-01-12,500,12750,33.3580000000000000,16679
2013-01-23,500,12750,27.2260000000000000,13613
2016-05-10,500,12750,58.9700000000000000,29485
2016-12-02,500,12750,44.6500000000000000,22325
2017-07-25,500,12750,69.8200000000000000,34910
2014-07-11,500,12750,67.5380000000000000,33769
2014-12-06,500,12750,42.4900000000000000,21245
2017-05-02,500,12750,62.1000000000000000,31050
2014-12-18,500,12750,37.4660000000000000,18733
2013-06-22,500,12750,58.9280000000000000,29464
2014-07-22,500,12750,58.7980000000000000,29399
2017-10-13,500,12750,60.7080000000000000,30354
2013-12-21,500,12750,37.0220000000000000,18511
2013-09-01,500,12750,54.6920000000000000,27346
2014-06-25,500,12750,56.0720000000000000,28036
2016-08-19,500,12750,67.9340000000000000,33967
2016-08-30,500,12750,59.0760000000000000,29538
2014-11-27,500,12750,52.1580000000000000,26079
2016-09-04,500,12750,71.1060000000000000,35553
2013-06-02,500,12750,62.5580000000000000,31279
2015-05-30,500,12750,66.1480000000000000,33074
2016-01-30,500,12750,43.0700000000000000,21535
2017-09-21,500,12750,61.3740000000000000,30687
2015-07-09,500,12750,65.9260000000000000,32963
2017-01-28,500,12750,44.4200000000000000,22210
2017-04-26,500,12750,57.2360000000000000,28618
2014-03-06,500,12750,44.7280000000000000,22364
2015-07-21,500,12750,61.7620000000000000,30881
2017-02-16,500,12750,43.6260000000000000,21813
2015-10-31,500,12750,57.6880000000000000,28844
2013-01-28,500,12750,23.6960000000000000,11848
2017-04-30,500,12750,73.5700000000000000,36785
2014-04-02,500,12750,48.6020000000000000,24301
2014-08-27,500,12750,52.1700000000000000,26085
2014-11-25,500,12750,48.9840000000000000,24492
2016-01-08,500,12750,40.5300000000000000,20265
2015-11-17,500,12750,51.3440000000000000,25672
2017-10-03,500,12750,53.7080000000000000,26854
2014-01-08,500,12750,31.3640000000000000,15682
2013-03-22,500,12750,41.6240000000000000,20812
2013-07-19,500,12750,59.4680000000000000,29734
