date,ürün_sayısı,toplam_ürün,ortalama_satıs,toplam_satıs
2014-01-02,500,12750,34.0660000000000000,17033
2014-01-03,500,12750,35.4920000000000000,17746
2014-01-04,500,12750,38.3680000000000000,19184
2014-01-05,500,12750,40.3640000000000000,20182
2014-01-06,500,12750,26.8760000000000000,13438
2014-01-07,500,12750,31.3280000000000000,15664
2014-01-08,500,12750,31.3640000000000000,15682
2014-01-09,500,12750,33.9500000000000000,16975
2014-01-10,500,12750,35.9140000000000000,17957
2014-01-11,500,12750,37.8500000000000000,18925
2014-01-12,500,12750,39.9460000000000000,19973
2014-01-13,500,12750,26.8160000000000000,13408
2014-01-14,500,12750,31.4760000000000000,15738
2014-01-15,500,12750,31.1800000000000000,15590
2014-01-16,500,12750,34.0300000000000000,17015
2014-01-17,500,12750,35.7760000000000000,17888
2014-01-18,500,12750,37.9280000000000000,18964
2014-01-19,500,12750,40.1860000000000000,20093
2014-01-20,500,12750,27.0400000000000000,13520
2014-01-21,500,12750,30.9680000000000000,15484
2014-01-22,500,12750,31.4500000000000000,15725
2014-01-23,500,12750,33.4920000000000000,16746
2014-01-24,500,12750,36.5200000000000000,18260
2014-01-25,500,12750,38.3580000000000000,19179
2014-01-26,500,12750,40.4640000000000000,20232
2014-01-27,500,12750,26.9380000000000000,13469
2014-01-28,500,12750,31.4500000000000000,15725
2014-01-29,500,12750,31.3280000000000000,15664
2014-01-30,500,12750,33.7980000000000000,16899
2014-01-31,500,12750,36.1460000000000000,18073
2014-02-01,500,12750,42.1480000000000000,21074
2014-02-02,500,12750,45.4180000000000000,22709
2014-02-03,500,12750,30.1100000000000000,15055
2014-02-04,500,12750,34.9760000000000000,17488
2014-02-05,500,12750,35.5260000000000000,17763
2014-02-06,500,12750,37.6720000000000000,18836
2014-02-07,500,12750,39.5600000000000000,19780
2014-02-08,500,12750,42.8000000000000000,21400
2014-02-09,500,12750,45.0880000000000000,22544
2014-02-10,500,12750,29.6340000000000000,14817
2014-02-11,500,12750,34.9140000000000000,17457
2014-02-12,500,12750,34.7720000000000000,17386
2014-02-13,500,12750,37.1300000000000000,18565
2014-02-14,500,12750,39.9840000000000000,19992
2014-02-15,500,12750,42.1260000000000000,21063
2014-02-16,500,12750,44.8180000000000000,22409
2014-02-17,500,12750,29.6280000000000000,14814
2014-02-18,500,12750,34.8140000000000000,17407
2014-02-19,500,12750,35.1120000000000000,17556
2014-02-20,500,12750,37.5100000000000000,18755
2014-02-21,500,12750,39.7440000000000000,19872
2014-02-22,500,12750,42.1320000000000000,21066
2014-02-23,500,12750,45.0300000000000000,22515
2014-02-24,500,12750,30.2520000000000000,15126
2014-02-25,500,12750,34.8380000000000000,17419
2014-02-26,500,12750,35.3640000000000000,17682
2014-02-27,500,12750,37.2040000000000000,18602
2014-02-28,500,12750,39.9300000000000000,19965
2014-03-01,500,12750,50.4900000000000000,25245
2014-03-02,500,12750,53.9120000000000000,26956
2014-03-03,500,12750,35.9660000000000000,17983
2014-03-04,500,12750,42.3200000000000000,21160
2014-03-05,500,12750,42.1940000000000000,21097
2014-03-06,500,12750,44.7280000000000000,22364
2014-03-07,500,12750,48.2360000000000000,24118
2014-03-08,500,12750,50.5460000000000000,25273
2014-03-09,500,12750,53.9840000000000000,26992
2014-03-10,500,12750,35.7560000000000000,17878
2014-03-11,500,12750,41.8180000000000000,20909
2014-03-12,500,12750,41.5960000000000000,20798
2014-03-13,500,12750,44.8540000000000000,22427
2014-03-14,500,12750,48.1520000000000000,24076
2014-03-15,500,12750,51.3740000000000000,25687
2014-03-16,500,12750,53.9180000000000000,26959
2014-03-17,500,12750,35.7700000000000000,17885
2014-03-18,500,12750,41.7520000000000000,20876
2014-03-19,500,12750,41.7280000000000000,20864
2014-03-20,500,12750,44.3300000000000000,22165
2014-03-21,500,12750,47.6920000000000000,23846
2014-03-22,500,12750,50.9160000000000000,25458
2014-03-23,500,12750,53.9800000000000000,26990
2014-03-24,500,12750,35.7900000000000000,17895
2014-03-25,500,12750,41.3320000000000000,20666
2014-03-26,500,12750,42.0420000000000000,21021
2014-03-27,500,12750,44.7740000000000000,22387
2014-03-28,500,12750,47.8840000000000000,23942
2014-03-29,500,12750,50.9040000000000000,25452
2014-03-30,500,12750,53.9020000000000000,26951
2014-03-31,500,12750,35.9620000000000000,17981
2014-04-01,500,12750,48.2060000000000000,24103
2014-04-02,500,12750,48.6020000000000000,24301
2014-04-03,500,12750,52.8360000000000000,26418
2014-04-04,500,12750,55.3920000000000000,27696
2014-04-05,500,12750,59.4060000000000000,29703
2014-04-06,500,12750,63.5600000000000000,31780
2014-04-07,500,12750,41.9020000000000000,20951
2014-04-08,500,12750,49.0780000000000000,24539
2014-04-09,500,12750,48.8620000000000000,24431
2014-04-10,500,12750,52.4020000000000000,26201
2014-04-11,500,12750,55.4820000000000000,27741
2014-04-12,500,12750,59.0320000000000000,29516
2014-04-13,500,12750,62.9100000000000000,31455
2014-04-14,500,12750,41.9820000000000000,20991
2014-04-15,500,12750,49.0720000000000000,24536
2014-04-16,500,12750,48.8760000000000000,24438
2014-04-17,500,12750,52.8940000000000000,26447
2014-04-18,500,12750,55.3620000000000000,27681
2014-04-19,500,12750,59.3660000000000000,29683
2014-04-20,500,12750,62.8940000000000000,31447
